2021-11-16 01:18:46,293 [ 1] INFO  Unity: LoadingManager start
2021-11-16 01:18:46,497 [ 1] INFO  Unity: SetVolume:name:MusicVolume,value:-55
2021-11-16 01:18:46,508 [ 1] INFO  Unity: SetVolume:name:SfxVolume,value:-55
2021-11-16 01:18:49,884 [ 1] INFO  Unity: DataManager > DataManager()
2021-11-16 01:18:55,658 [ 1] INFO  Unity: UserLoginRequest::user :mier psw:123
2021-11-16 01:18:55,659 [ 1] INFO  Unity: ConnectToServer() Start 
2021-11-16 01:18:55,662 [ 1] INFO  Unity: DoConnect
2021-11-16 01:18:55,663 [ 1] INFO  Unity: NetClient.DoConnect on 127.0.0.1:8000
2021-11-16 01:18:55,664 [ 1] INFO  Unity: Connect[0] to server 127.0.0.1:8000

2021-11-16 01:18:55,668 [ 1] INFO  Unity: LoadingMesager::OnGameServerConnect :0 reason:Success
2021-11-16 01:18:55,794 [ 1] INFO  Unity: OnLogin:Success [None]
2021-11-16 01:18:55,795 [ 1] INFO  Unity: LoadLevel: CharSelect
2021-11-16 01:18:56,126 [ 1] INFO  Unity: LevelLoadCompleted:1
2021-11-16 01:18:56,139 [ 1] WARN  Unity: Failed to create agent because there is no valid NavMesh

2021-11-16 01:18:56,785 [ 1] INFO  Unity: Select Char:[2]test[Warrior]
2021-11-16 01:18:56,794 [ 1] WARN  Unity: Failed to create agent because there is no valid NavMesh

2021-11-16 01:18:57,534 [ 1] INFO  Unity: selectCharacterIdx:0
2021-11-16 01:18:57,534 [ 1] INFO  Unity: UserGameEnterRequest::characterId :0
2021-11-16 01:18:57,709 [ 1] INFO  Unity: OnGameEnter:Success
2021-11-16 01:18:57,710 [ 1] INFO  Unity: ItemManager:Init[Id:1,Count:20]
2021-11-16 01:18:57,710 [ 1] INFO  Unity: ItemManager:Init[Id:2,Count:20]
2021-11-16 01:18:57,717 [ 1] INFO  Unity: OnMapCharacterEnter:Map:1 Count:1
